dateTime,lat,long,pressure,temperature,humidity,pm1_0,pm2_5,pm10
2021-01-20 07:00:00+05:30,28.507,77.2938,990.2,21.82,44.29,79.48,146.62,166.03
2020-11-28 12:00:00+05:30,28.579,77.253,996.68,34.51,22.72,84.08,131.83,139.53
2021-01-20 13:00:00+05:30,28.534,77.2734,990.07,33.99,24.1,66.2,109.11,121.71
2021-01-13 09:00:00+05:30,28.57,77.253,994.35,25.68,35.97,104.48,187.94,215.34
2020-11-21 20:00:00+05:30,28.588,77.1714,992.85,33.0,22.5,56.0,94.0,101.0
2020-12-02 12:00:00+05:30,28.642,77.3142,1126.38,115.9,27.47,103.11,179.44,186.32
2021-01-04 15:00:00+05:30,28.543,77.2632,989.04,33.24,34.93,65.36,99.28,101.64
2020-12-14 10:00:00+05:30,28.561,77.1816,993.31,29.45,28.86,44.77,75.36,88.41
2020-12-29 08:00:00+05:30,28.588,77.1612,989.36,23.32,31.38,110.35,189.7,207.8
2020-12-10 21:00:00+05:30,28.561,77.2326,991.01,31.92,34.38,115.93,181.1,195.56
2020-11-16 17:00:00+05:30,28.651,77.2938,989.14,35.91,34.12,48.0,81.67,88.0
2021-01-24 13:00:00+05:30,28.588,77.202,992.79,30.32,30.6,106.93,183.25,201.86
2021-01-05 23:00:00+05:30,28.588,77.2326,990.73,27.87,47.0,68.66,100.0,105.95
2021-01-13 21:00:00+05:30,28.579,77.2224,991.63,27.39,30.63,250.62,447.87,492.17
2020-12-07 06:00:00+05:30,28.597,77.202,990.31,27.91,46.46,168.42,298.58,339.68
2020-12-24 09:00:00+05:30,28.579,77.253,993.19,23.5,41.2,194.89,369.89,383.56
2021-01-07 12:00:00+05:30,28.597,77.2326,991.94,32.05,36.69,62.02,106.18,122.1
2020-11-21 06:00:00+05:30,28.606,77.2734,992.2,28.06,27.0,69.6,111.55,119.9
2020-12-29 15:00:00+05:30,28.57,77.202,991.21,30.12,20.67,53.42,83.37,91.63
2021-01-21 13:00:00+05:30,28.516,77.2836,989.13,34.46,17.45,49.4,79.13,88.67
2021-01-20 17:00:00+05:30,28.606,77.2326,988.69,31.04,34.39,113.6,195.41,212.74
2020-12-09 15:00:00+05:30,28.57,77.1816,987.33,39.64,17.9,57.78,92.67,102.56
2021-01-11 07:00:00+05:30,28.642,77.304,993.19,22.17,39.68,67.81,121.13,135.47
2020-12-22 19:00:00+05:30,28.597,77.202,988.29,29.91,29.03,116.28,178.95,195.26
2021-01-20 15:00:00+05:30,28.57,77.2326,989.23,31.27,28.83,60.76,102.14,113.14
2020-11-13 22:00:00+05:30,28.624,77.304,981.35,30.6,32.74,197.0,373.56,391.78
2020-12-11 06:00:00+05:30,28.651,77.2326,990.94,26.02,44.58,109.32,172.37,186.46
2020-12-21 15:00:00+05:30,28.543,77.2632,990.29,33.95,19.21,91.5,145.67,155.53
2020-12-21 17:00:00+05:30,28.534,77.2836,990.27,33.88,19.11,83.4,132.9,141.6
2020-11-15 08:00:00+05:30,28.561,77.2632,992.54,28.39,34.44,165.53,307.72,345.22
2021-01-01 10:00:00+05:30,28.615,77.2836,997.34,25.03,33.15,268.72,599.19,696.86
2020-12-15 22:00:00+05:30,28.579,77.2224,995.92,25.68,34.98,104.09,169.01,185.01
2021-01-05 20:00:00+05:30,28.624,77.2326,990.1,26.48,51.92,72.76,107.9,114.3
2021-01-23 13:00:00+05:30,28.579,77.2632,989.44,31.15,28.01,73.5,119.54,127.1
2021-01-30 22:00:00+05:30,28.597,77.2632,990.85,33.74,17.99,88.5,126.5,128.5
2020-12-10 08:00:00+05:30,28.606,77.2632,991.31,29.34,35.51,107.0,170.0,193.0
2021-01-28 22:00:00+05:30,28.543,77.253,992.58,27.05,33.35,244.11,491.33,528.33
2021-01-30 09:00:00+05:30,28.615,77.2122,994.1,26.26,30.31,99.33,170.67,184.33
2020-11-19 06:00:00+05:30,28.561,77.2428,988.37,26.24,38.3,93.25,149.24,159.64
2021-01-05 06:00:00+05:30,28.615,77.202,989.42,24.69,52.16,26.4,41.07,50.37
2020-11-30 15:00:00+05:30,28.624,77.2734,991.0,32.12,21.9,74.03,121.94,125.03
2021-01-09 17:00:00+05:30,28.597,77.2326,989.86,34.1,28.24,56.0,96.95,113.29
2021-01-19 09:00:00+05:30,28.624,77.2734,992.02,23.04,47.75,218.35,462.74,510.91
2021-01-06 16:00:00+05:30,28.561,77.253,985.76,33.96,36.52,51.43,88.57,97.0
2021-01-14 08:00:00+05:30,28.633,77.2836,992.99,21.62,43.38,193.12,351.89,376.89
2020-12-07 05:00:00+05:30,28.561,77.2224,990.89,26.38,46.19,183.04,349.23,405.31
2021-01-15 22:00:00+05:30,28.597,77.253,989.9,27.79,33.06,178.69,281.08,287.92
2021-01-07 12:00:00+05:30,28.543,77.2734,991.46,32.44,32.99,62.62,106.97,122.78
2020-12-13 07:00:00+05:30,28.561,77.2122,991.02,25.95,45.28,93.46,173.24,195.46
2021-01-05 11:00:00+05:30,28.615,77.2836,994.29,33.43,32.98,56.33,81.27,83.45
2020-12-31 09:00:00+05:30,28.615,77.1306,992.47,23.29,34.39,127.71,219.29,238.86
2020-11-21 20:00:00+05:30,28.489,77.304,989.59,31.24,22.09,108.06,175.37,189.14
2020-12-08 07:00:00+05:30,28.561,77.2326,992.91,25.69,49.91,158.67,276.53,304.83
2020-12-07 19:00:00+05:30,28.561,77.2428,991.29,31.89,39.56,133.25,219.14,240.3
2021-01-29 21:00:00+05:30,28.543,77.2734,993.96,29.19,28.71,133.56,216.19,236.12
2020-12-07 18:00:00+05:30,28.615,77.2326,992.31,31.42,37.37,118.02,206.37,233.44
2020-12-03 17:00:00+05:30,28.507,77.2938,986.67,38.66,22.34,91.33,138.7,151.59
2020-12-30 09:00:00+05:30,28.525,77.2632,994.42,21.86,39.79,147.09,230.09,249.24
2020-12-26 11:00:00+05:30,28.543,77.253,991.88,28.15,28.83,167.4,250.6,269.0
2020-11-14 11:00:00+05:30,28.552,77.2632,992.05,34.8,28.67,190.05,362.62,390.36
2020-11-22 21:00:00+05:30,28.498,77.2938,991.84,30.38,22.3,120.7,195.4,214.88
2020-12-17 13:00:00+05:30,28.57,77.2326,996.22,23.77,41.69,81.21,131.75,142.42
2020-12-28 08:00:00+05:30,28.561,77.2428,992.7,23.59,31.21,90.38,148.31,164.22
2020-12-10 18:00:00+05:30,28.552,77.2734,991.56,34.04,30.21,108.42,172.32,187.68
2020-11-25 10:00:00+05:30,28.642,77.3142,995.92,34.35,24.54,187.29,331.43,362.71
2020-12-08 10:00:00+05:30,28.534,77.2836,993.75,32.5,35.32,150.06,273.44,307.31
2020-11-15 17:00:00+05:30,28.633,77.2326,988.15,31.48,41.43,87.52,143.71,158.0
2020-12-21 07:00:00+05:30,28.543,77.2734,993.37,23.21,38.12,128.08,207.83,223.45
2020-11-02 16:00:00+05:30,28.498,77.2938,988.37,39.32,14.25,80.25,118.12,127.7
2021-01-30 17:00:00+05:30,28.624,77.2428,988.0,37.53,14.77,54.29,89.93,97.07
2020-12-14 18:00:00+05:30,28.543,77.253,990.64,31.1,23.68,83.0,133.5,150.5
2020-12-07 19:00:00+05:30,28.606,77.2734,992.46,33.65,37.05,162.88,277.68,297.4
2020-12-31 11:00:00+05:30,28.624,77.2632,996.32,26.65,29.38,127.72,206.56,211.0
2021-01-10 18:00:00+05:30,28.561,77.2326,989.52,29.13,29.84,66.0,106.88,116.6
2020-11-15 09:00:00+05:30,28.615,77.1306,991.46,28.88,36.15,164.68,300.18,320.14
2020-11-29 07:00:00+05:30,28.624,77.1306,994.16,27.17,30.2,86.0,129.0,147.0
2020-11-06 10:00:00+05:30,28.624,77.2734,995.33,35.93,21.81,170.64,307.45,344.0
2021-01-08 13:00:00+05:30,28.624,77.2632,988.0,31.33,31.79,63.5,132.28,147.11
2020-12-10 19:00:00+05:30,28.543,77.1816,990.76,34.83,30.52,107.1,167.68,178.71
2020-11-21 19:00:00+05:30,28.561,77.2122,991.84,32.38,20.98,60.82,100.35,112.28
2020-12-22 08:00:00+05:30,28.579,77.253,994.3,26.37,33.48,209.91,401.18,450.27
2020-12-13 19:00:00+05:30,28.588,77.2122,990.48,25.79,32.72,51.0,74.82,78.91
2020-11-22 20:00:00+05:30,28.633,77.2224,992.56,27.49,25.33,131.85,214.58,233.71
2021-01-02 08:00:00+05:30,28.597,77.2632,993.18,27.35,30.28,164.07,295.93,329.27
2020-11-13 08:00:00+05:30,28.579,77.253,986.48,24.44,48.43,199.0,375.71,405.14
2020-12-26 06:00:00+05:30,28.642,77.3142,992.31,25.27,33.31,132.53,239.18,273.94
2020-11-03 13:00:00+05:30,28.624,77.2428,989.31,40.38,11.91,31.92,46.94,58.25
2021-01-30 07:00:00+05:30,28.588,77.2326,993.18,22.15,35.42,105.39,179.78,195.22
2021-01-13 12:00:00+05:30,28.633,77.304,993.6,30.61,25.41,101.45,160.34,165.95
2020-12-15 08:00:00+05:30,28.588,77.1714,991.5,23.93,36.92,82.0,147.0,156.0
2020-12-10 15:00:00+05:30,28.642,77.3142,990.3,39.19,20.54,61.59,98.0,106.93
2020-11-04 19:00:00+05:30,28.624,77.2326,987.45,34.51,31.71,225.38,428.41,461.74
2020-12-23 17:00:00+05:30,28.642,77.304,990.04,35.62,17.22,93.04,160.89,165.5
2020-11-15 20:00:00+05:30,28.57,77.1816,986.43,34.95,30.17,82.0,142.0,150.0
2021-01-13 15:00:00+05:30,28.561,77.2938,990.97,37.96,14.54,89.7,159.2,184.4
2020-12-31 07:00:00+05:30,28.579,77.202,992.65,23.54,40.38,108.97,173.92,190.77
2020-11-25 08:00:00+05:30,28.543,77.2734,992.82,31.46,26.52,151.19,251.81,285.38
2021-01-07 22:00:00+05:30,28.588,77.253,990.48,29.78,34.31,76.86,120.32,124.09
2021-01-16 12:00:00+05:30,28.651,77.2326,988.7,31.02,31.38,163.25,267.75,293.88
2020-12-17 20:00:00+05:30,28.507,77.2938,994.43,30.22,23.57,132.07,216.45,250.49
2021-01-13 05:00:00+05:30,28.552,77.2632,990.87,20.72,42.55,166.0,302.58,348.87
2021-01-25 11:00:00+05:30,28.606,77.202,996.41,26.4,32.8,76.37,128.78,142.56
2020-12-26 13:00:00+05:30,28.597,77.2632,992.3,33.17,18.56,60.89,98.42,101.11
2020-11-21 09:00:00+05:30,28.507,77.2938,992.54,26.9,32.6,140.1,238.49,258.82
2021-01-06 19:00:00+05:30,28.624,77.2122,990.05,29.55,45.2,106.15,180.5,201.15
2021-01-05 07:00:00+05:30,28.579,77.2632,990.9,28.09,40.04,29.83,45.0,54.75
2021-01-27 18:00:00+05:30,28.489,77.304,991.28,34.89,16.72,56.93,84.86,90.08
2021-01-18 12:00:00+05:30,28.498,77.2836,992.27,26.6,38.97,100.0,173.95,193.9
2020-12-18 13:00:00+05:30,28.516,77.2836,994.14,31.9,17.1,53.07,85.36,89.64
2021-01-05 00:00:00+05:30,28.561,77.2632,993.54,31.02,39.73,32.0,49.0,60.0
2020-11-21 17:00:00+05:30,28.543,77.202,989.43,32.31,19.19,41.56,63.16,72.28
2021-01-25 15:00:00+05:30,28.579,77.2632,993.41,32.38,23.89,60.08,94.58,97.75
2021-01-22 13:00:00+05:30,28.624,77.253,988.35,30.77,30.28,110.72,199.17,215.39
2020-12-18 08:00:00+05:30,28.624,77.253,992.08,21.94,34.64,89.0,164.0,174.0
2021-01-09 06:00:00+05:30,28.561,77.253,990.36,24.58,46.59,78.37,133.24,150.98
2020-12-19 21:00:00+05:30,28.633,77.2836,993.37,29.22,26.59,106.87,186.24,203.52
2021-01-27 14:00:00+05:30,28.507,77.2938,991.02,36.82,16.51,59.97,97.93,108.55
2020-11-03 15:00:00+05:30,28.606,77.2734,989.05,41.21,12.27,22.2,33.84,42.12
2020-11-02 06:00:00+05:30,28.516,77.2938,989.3,27.72,26.26,88.56,147.42,164.97
2021-01-02 08:00:00+05:30,28.642,77.304,994.38,24.69,34.11,174.32,303.99,313.25
2020-12-27 10:00:00+05:30,28.543,77.202,991.06,31.25,27.37,198.62,375.51,406.31
2021-01-05 12:00:00+05:30,28.624,77.2734,994.24,36.25,30.71,91.88,142.53,162.18
2020-11-01 11:00:00+05:30,28.615,77.2326,992.13,34.61,25.99,194.74,341.72,369.98
2020-11-20 06:00:00+05:30,28.588,77.253,991.43,28.72,27.87,115.58,193.4,213.52
2021-01-20 11:00:00+05:30,28.543,77.2734,991.21,29.71,32.02,90.53,155.54,174.72
2020-11-19 09:00:00+05:30,28.633,77.2836,992.26,28.1,38.26,142.53,236.4,254.67
2020-12-31 10:00:00+05:30,28.525,77.2836,996.22,24.63,35.28,129.57,217.11,238.9
2021-01-01 22:00:00+05:30,28.534,77.2836,993.04,25.07,36.01,252.81,504.33,540.05
2021-01-07 10:00:00+05:30,28.579,77.1612,990.03,33.47,32.11,61.0,99.0,107.0
2021-01-17 17:00:00+05:30,28.57,77.2326,990.5,29.65,35.52,152.39,261.87,286.95
2021-01-10 07:00:00+05:30,28.579,77.2326,992.22,20.87,47.09,90.13,156.63,171.65
2020-12-30 22:00:00+05:30,28.597,77.2632,995.49,25.07,32.5,133.82,213.61,226.91
2021-01-23 16:00:00+05:30,28.579,77.253,987.36,33.88,25.04,51.74,77.06,79.54
2021-01-19 19:00:00+05:30,28.633,77.3142,989.98,29.82,34.78,96.5,164.4,180.9
2020-12-22 12:00:00+05:30,28.498,77.2938,993.6,33.33,24.13,169.49,302.13,333.06
2020-12-01 08:00:00+05:30,28.57,77.2224,995.07,18.32,52.35,183.0,356.0,384.5
2021-01-18 11:00:00+05:30,28.588,77.1816,993.22,30.79,28.9,101.71,174.86,190.86
2021-01-17 12:00:00+05:30,28.579,77.1714,989.49,27.82,28.1,113.23,203.05,219.77
2020-12-18 22:00:00+05:30,28.615,77.304,994.98,26.44,22.39,147.58,230.25,236.08
2020-12-21 17:00:00+05:30,28.633,77.2326,1011.3,29.79,30.68,94.55,153.82,164.02
2020-12-25 11:00:00+05:30,28.597,77.1612,990.51,31.86,23.55,122.5,204.5,223.5
2020-12-11 03:00:00+05:30,28.561,77.253,992.47,34.74,33.22,107.67,180.33,191.0
2021-01-23 15:00:00+05:30,28.633,77.2122,986.94,29.37,30.09,74.91,119.48,130.34
2021-01-01 15:00:00+05:30,28.57,77.202,992.16,31.1,21.49,126.64,206.1,221.62
2021-01-16 01:00:00+05:30,28.579,77.2326,985.31,21.38,48.48,219.17,456.56,487.25
2020-12-18 19:00:00+05:30,28.57,77.1714,991.45,30.53,19.3,115.43,180.33,196.78
2020-12-25 22:00:00+05:30,28.516,77.2938,991.64,26.6,35.57,227.45,379.95,403.05
2020-11-20 16:00:00+05:30,28.561,77.2224,989.33,38.51,15.12,38.31,56.15,69.38
2020-12-24 08:00:00+05:30,28.624,77.253,989.43,25.62,38.92,249.55,506.2,546.5
2020-12-15 16:00:00+05:30,28.633,77.2122,994.57,27.16,29.93,74.08,126.0,136.78
2020-11-16 20:00:00+05:30,28.651,77.2836,992.46,33.09,42.85,140.88,229.41,241.59
2020-12-18 14:00:00+05:30,28.534,77.2836,992.31,33.89,16.06,38.24,63.0,73.35
2021-01-14 11:00:00+05:30,28.579,77.2224,994.53,23.81,37.59,252.83,500.75,566.14
2020-12-30 13:00:00+05:30,28.579,77.2326,986.78,25.6,35.83,93.0,151.3,160.79
2021-01-09 07:00:00+05:30,28.516,77.2734,990.3,24.79,44.75,92.5,158.68,175.64
2020-12-21 18:00:00+05:30,28.489,77.304,990.36,34.46,18.19,117.04,187.79,201.85
2021-01-01 13:00:00+05:30,28.66,77.2224,993.49,28.33,34.91,290.91,554.08,591.01
2020-11-18 21:00:00+05:30,28.534,77.2734,988.93,31.9,26.31,86.31,142.97,155.34
2021-01-29 22:00:00+05:30,28.66,77.2734,992.13,32.79,24.9,140.12,257.41,281.53
2021-01-04 13:00:00+05:30,28.606,77.202,992.04,35.65,29.16,57.9,86.84,92.0
2020-12-19 13:00:00+05:30,28.561,77.2122,994.45,35.12,14.22,79.53,123.65,132.42
2020-11-24 19:00:00+05:30,28.498,77.2938,988.87,35.89,21.06,190.17,330.22,358.17
2020-12-07 07:00:00+05:30,28.498,77.2938,993.54,23.62,54.21,200.43,406.57,439.57
2021-01-06 11:00:00+05:30,28.561,77.2122,992.67,33.16,40.11,122.57,194.15,206.35
2020-12-06 06:00:00+05:30,28.624,77.2428,990.53,24.48,59.4,174.7,289.33,314.88
2021-01-02 07:00:00+05:30,28.57,77.2326,992.61,23.52,40.4,188.88,354.52,386.46
2021-01-09 14:00:00+05:30,28.579,77.202,989.92,33.26,29.97,79.84,127.29,137.0
2021-01-05 13:00:00+05:30,28.624,77.2122,992.28,37.73,26.59,70.99,106.09,114.04
2021-01-11 11:00:00+05:30,28.552,77.253,992.21,27.56,31.64,64.72,105.06,113.69
2020-12-04 13:00:00+05:30,28.57,77.253,990.0,35.51,21.97,127.39,219.61,227.39
2020-11-03 15:00:00+05:30,28.561,77.1816,986.51,41.38,10.35,26.02,39.94,50.28
2020-12-27 08:00:00+05:30,28.633,77.1306,989.17,25.56,34.68,246.0,467.5,506.0
2020-12-30 23:00:00+05:30,28.543,77.2632,992.05,25.58,33.07,190.5,346.0,375.5
2020-12-28 11:00:00+05:30,28.534,77.2836,993.6,32.54,13.5,31.3,48.2,70.0
2020-11-15 21:00:00+05:30,28.588,77.1714,986.65,31.23,38.28,119.0,205.0,225.0
2021-01-05 12:00:00+05:30,28.525,77.2836,993.37,35.9,30.22,71.2,107.99,116.83
2021-01-20 12:00:00+05:30,28.525,77.2836,991.99,34.53,23.74,73.23,120.42,137.44
2020-12-12 03:00:00+05:30,28.57,77.2326,994.14,24.49,37.29,82.27,143.0,154.91
2020-12-31 15:00:00+05:30,28.624,77.2632,993.73,32.65,23.24,119.92,207.62,230.69
2020-11-26 13:00:00+05:30,28.624,77.2326,992.19,37.54,20.98,56.42,91.33,99.67
2020-11-20 21:00:00+05:30,28.489,77.2938,991.37,30.72,25.45,114.55,186.16,202.84
2020-12-28 17:00:00+05:30,28.498,77.2938,991.58,32.56,13.96,38.86,60.32,75.7
2020-12-20 15:00:00+05:30,28.66,77.1204,993.74,27.1,26.61,59.96,92.84,98.28
2020-12-10 08:00:00+05:30,28.525,77.2836,991.59,28.93,38.73,123.34,204.95,222.57
2020-12-01 15:00:00+05:30,28.66,77.3142,993.25,37.91,17.34,102.8,179.0,202.2
2020-11-21 06:00:00+05:30,28.633,77.2326,990.21,19.27,41.93,79.52,123.04,131.22
2021-01-12 18:00:00+05:30,28.552,77.253,989.63,32.05,28.22,125.89,195.83,213.06
2021-01-04 08:00:00+05:30,28.561,77.2224,993.76,27.05,43.61,70.78,107.88,119.09
2021-01-29 13:00:00+05:30,28.624,77.2326,993.63,36.37,20.61,94.79,151.56,160.97
2020-12-03 11:00:00+05:30,28.516,77.2836,991.83,30.9,30.39,138.5,225.5,251.5
2021-01-28 13:00:00+05:30,28.489,77.2938,994.98,33.33,24.45,161.65,277.12,301.59
2021-01-14 22:00:00+05:30,28.561,77.202,991.05,26.66,31.98,224.17,393.42,413.75
2020-11-13 20:00:00+05:30,28.543,77.253,991.05,33.75,27.69,115.5,195.5,214.5
2020-11-14 23:00:00+05:30,28.543,77.2734,990.41,34.89,30.37,146.19,235.68,250.16
2021-01-27 22:00:00+05:30,28.606,77.202,994.08,30.05,24.18,133.9,203.17,212.48
2021-01-29 13:00:00+05:30,28.57,77.2326,993.8,37.2,20.11,88.38,135.89,143.6
2020-12-18 15:00:00+05:30,28.651,77.2224,992.86,31.65,16.38,80.37,129.18,138.49
2020-12-08 15:00:00+05:30,28.633,77.1306,989.8,36.79,20.24,68.6,115.1,131.2
2020-12-26 06:00:00+05:30,28.66,77.1204,991.03,23.78,35.46,144.8,248.6,283.6
2020-11-26 18:00:00+05:30,28.561,77.253,991.02,36.0,24.33,62.83,103.33,110.33
2020-11-14 15:00:00+05:30,28.579,77.2224,989.57,40.35,18.83,151.3,264.05,282.88
2020-12-01 06:00:00+05:30,28.624,77.2734,993.52,24.85,36.71,146.41,262.05,293.72
2021-01-02 02:00:00+05:30,28.552,77.1612,992.4,31.82,29.69,163.5,302.75,336.0
2020-12-20 22:00:00+05:30,28.588,77.2326,994.01,27.54,26.6,156.13,255.52,272.3
2020-12-01 18:00:00+05:30,28.615,77.202,989.54,33.52,31.06,93.5,142.33,153.83
2020-12-07 11:00:00+05:30,28.579,77.2224,995.37,26.93,46.65,148.1,313.97,361.29
2020-12-17 13:00:00+05:30,28.642,77.2326,995.25,28.94,28.23,77.06,117.51,127.98
2021-01-21 13:00:00+05:30,28.543,77.2734,988.58,34.12,18.67,55.33,87.6,97.19
2021-01-21 15:00:00+05:30,28.651,77.304,988.51,35.92,17.17,41.19,66.6,77.18
2021-01-03 08:00:00+05:30,28.552,77.253,990.04,14.64,57.97,92.38,159.38,172.23
2021-01-23 12:00:00+05:30,28.651,77.2428,990.0,31.48,29.69,89.27,146.05,156.73
2020-11-30 12:00:00+05:30,28.633,77.2938,994.69,33.88,20.59,116.75,201.04,208.29
2020-12-13 21:00:00+05:30,28.588,77.2326,991.66,26.22,37.49,116.45,187.64,199.75
2020-12-15 07:00:00+05:30,28.597,77.2326,993.73,22.17,42.42,105.3,183.06,202.11
2021-01-07 10:00:00+05:30,28.66,77.304,994.35,33.56,30.65,51.57,93.29,111.71
2021-01-30 18:00:00+05:30,28.579,77.253,990.78,35.13,14.64,48.25,70.88,76.0
2021-01-28 12:00:00+05:30,28.561,77.2122,994.35,32.67,25.79,197.03,363.18,389.85
2020-11-14 21:00:00+05:30,28.642,77.2938,991.3,26.45,45.58,197.0,340.24,361.18
2021-01-19 17:00:00+05:30,28.606,77.2326,987.25,25.59,44.09,108.1,195.42,213.59
2020-12-05 13:00:00+05:30,28.543,77.2734,989.97,32.33,33.09,112.74,195.04,205.85
2020-12-08 20:00:00+05:30,28.489,77.2938,991.65,33.46,27.03,137.66,219.68,237.98
2020-12-07 09:00:00+05:30,28.597,77.253,993.87,25.5,49.42,140.0,273.6,288.0
2020-11-15 16:00:00+05:30,28.597,77.253,988.6,38.3,22.86,74.41,122.88,133.82
2021-01-14 20:00:00+05:30,28.633,77.3142,992.23,29.46,28.88,277.46,559.83,618.19
2020-12-03 20:00:00+05:30,28.57,77.1714,988.39,35.29,24.72,104.29,170.75,183.5
2021-01-19 11:00:00+05:30,28.525,77.2734,989.95,28.04,38.83,146.8,245.2,272.4
2020-12-30 20:00:00+05:30,28.552,77.2938,996.33,29.65,27.6,143.54,251.48,277.62
2020-12-18 13:00:00+05:30,28.624,77.253,990.36,34.27,14.85,42.76,68.35,76.18
2020-12-23 19:00:00+05:30,28.534,77.2836,987.85,31.49,27.55,149.2,253.9,274.95
2020-11-27 11:00:00+05:30,28.489,77.304,994.69,37.36,21.41,73.76,115.88,124.42
2020-12-29 19:00:00+05:30,28.624,77.2326,999.4,30.4,23.99,87.12,145.8,158.16
2020-12-22 00:00:00+05:30,28.534,77.2836,986.06,27.65,30.64,219.4,404.4,429.3
2021-01-06 22:00:00+05:30,28.561,77.2326,991.99,28.43,43.62,92.72,176.05,199.89
2021-01-03 05:00:00+05:30,28.57,77.253,989.97,21.27,38.42,149.92,283.58,319.67
2020-12-12 06:00:00+05:30,28.66,77.3142,990.42,30.71,38.12,148.35,255.81,286.76
2020-12-27 17:00:00+05:30,28.597,77.202,983.97,35.54,24.87,103.09,155.55,167.18
2020-12-10 17:00:00+05:30,28.561,77.253,988.85,35.04,28.17,80.0,122.15,131.58
2020-12-08 09:00:00+05:30,28.57,77.2632,996.03,27.5,45.33,154.85,283.81,303.49
2021-01-23 12:00:00+05:30,28.588,77.253,991.55,33.68,24.66,79.73,135.89,152.75
2020-11-13 20:00:00+05:30,28.651,77.2938,992.52,34.24,31.55,174.0,279.0,299.0
2021-01-13 13:00:00+05:30,28.66,77.2326,991.42,34.7,24.24,134.62,221.62,243.92
2020-12-29 07:00:00+05:30,28.633,77.1204,991.4,20.77,34.67,101.16,180.22,198.34
2020-12-15 23:00:00+05:30,28.579,77.2224,993.95,25.52,35.56,105.61,180.94,198.2
2020-11-28 10:00:00+05:30,28.651,77.3142,998.38,34.33,21.3,68.55,111.05,121.55
2020-12-10 21:00:00+05:30,28.516,77.2836,991.35,31.25,34.83,118.2,174.87,189.2
2020-12-26 10:00:00+05:30,28.57,77.1816,992.52,29.12,26.58,111.0,177.0,202.0
2021-01-20 21:00:00+05:30,28.642,77.3142,991.1,30.6,29.19,90.84,144.11,154.41
2020-11-04 07:00:00+05:30,28.534,77.2734,988.45,27.06,33.43,103.08,163.54,177.12
2020-12-14 07:00:00+05:30,28.615,77.1306,990.82,25.86,33.66,46.62,81.71,93.87
2021-01-17 20:00:00+05:30,28.597,77.2632,992.35,26.45,36.17,89.68,147.37,151.84
2020-12-31 22:00:00+05:30,28.624,77.304,994.29,26.25,31.86,169.25,273.12,278.88
2021-01-02 15:00:00+05:30,28.615,77.2836,992.09,33.21,21.36,108.83,183.44,202.86
2020-12-20 09:00:00+05:30,28.552,77.253,996.32,24.87,32.71,151.88,262.4,282.94
2021-01-09 13:00:00+05:30,28.525,77.2836,991.7,31.79,32.69,101.7,169.88,186.67
2020-12-03 06:00:00+05:30,28.633,77.2224,987.96,30.59,33.03,105.5,172.19,186.73
2020-12-25 07:00:00+05:30,28.597,77.1408,990.84,25.14,31.01,156.7,260.1,285.9
2020-12-23 11:00:00+05:30,28.525,77.2734,991.88,30.24,29.71,158.56,273.33,300.56
2021-01-30 22:00:00+05:30,28.66,77.2734,989.9,31.52,23.6,175.75,330.31,367.25
2021-01-29 14:00:00+05:30,28.615,77.2122,993.35,33.64,18.77,64.44,100.08,107.72
2020-12-02 12:00:00+05:30,28.633,77.2122,992.27,35.04,22.13,99.6,159.0,168.1
2021-01-12 08:00:00+05:30,28.597,77.151,989.62,23.42,37.28,147.08,280.54,305.77
2020-11-30 07:00:00+05:30,28.588,77.2122,991.94,26.73,35.66,136.4,211.27,224.93
2020-11-23 16:00:00+05:30,28.633,77.2734,988.88,36.42,15.28,115.62,188.62,206.12
2020-12-16 07:00:00+05:30,28.507,77.2938,992.88,21.76,44.04,118.36,201.18,216.84
2020-11-04 18:00:00+05:30,28.561,77.202,985.79,39.84,19.31,215.18,419.26,448.79
2021-01-04 07:00:00+05:30,28.489,77.304,991.88,25.75,52.7,61.12,93.82,101.58
2020-12-26 11:00:00+05:30,28.651,77.2938,991.65,31.58,26.09,128.0,237.5,253.5
2020-11-21 22:00:00+05:30,28.615,77.2326,989.63,31.78,22.12,127.0,211.97,227.17
2021-01-11 10:00:00+05:30,28.489,77.304,992.72,26.55,34.28,94.33,164.13,178.93
2021-01-30 20:00:00+05:30,28.561,77.2224,990.79,30.71,23.56,120.48,197.22,214.34
2021-01-03 07:00:00+05:30,28.642,77.304,991.81,27.19,37.19,134.0,233.75,255.22
2021-01-18 12:00:00+05:30,28.66,77.304,994.78,31.87,29.29,82.0,134.17,141.67
2020-12-02 18:00:00+05:30,28.66,77.2326,988.17,30.14,28.06,100.0,156.79,173.0
2020-12-07 19:00:00+05:30,28.615,77.202,990.56,36.18,33.35,106.85,165.96,183.07
2021-01-18 13:00:00+05:30,28.66,77.2224,992.47,33.13,31.1,157.71,259.2,280.55
2020-11-21 08:00:00+05:30,28.561,77.253,993.2,27.55,27.75,128.65,213.47,236.94
2021-01-28 06:00:00+05:30,28.597,77.1408,991.0,22.6,36.57,141.25,227.0,252.25
2021-01-09 13:00:00+05:30,28.498,77.2938,991.16,31.54,33.01,106.65,183.91,205.74
2021-01-08 07:00:00+05:30,28.651,77.3142,990.67,27.97,34.86,50.92,97.67,115.96
2020-11-01 16:00:00+05:30,28.633,77.2326,988.01,40.11,18.57,65.15,102.63,111.95
